YEAR,MONTH,Category,Number
1993,2,NYS Unemployed," 715,915 "
1993,3,NYS Unemployed," 702,127 "
1993,4,NYS Unemployed," 690,305 "
1993,5,NYS Unemployed," 682,093 "
1993,6,NYS Unemployed," 678,707 "
1993,7,NYS Unemployed," 678,728 "
1993,8,NYS Unemployed," 679,974 "
1993,9,NYS Unemployed," 680,492 "
1993,10,NYS Unemployed," 679,743 "
1993,11,NYS Unemployed," 678,471 "
1993,12,NYS Unemployed," 675,660 "
1994,1,NYS Unemployed," 669,424 "
1994,2,NYS Unemployed," 659,281 "
1994,3,NYS Unemployed," 646,701 "
1994,4,NYS Unemployed," 633,089 "
1994,5,NYS Unemployed," 619,451 "
1994,6,NYS Unemployed," 606,579 "
1994,7,NYS Unemployed," 594,766 "
1994,8,NYS Unemployed," 583,620 "
1994,9,NYS Unemployed," 572,470 "
1994,10,NYS Unemployed," 560,305 "
1994,11,NYS Unemployed," 548,012 "
1994,12,NYS Unemployed," 538,623 "
1995,1,NYS Unemployed," 534,265 "
1995,2,NYS Unemployed," 534,323 "
1995,3,NYS Unemployed," 537,561 "
1995,4,NYS Unemployed," 543,003 "
1995,5,NYS Unemployed," 549,101 "
1995,6,NYS Unemployed," 553,796 "
1995,7,NYS Unemployed," 556,676 "
1995,8,NYS Unemployed," 557,757 "
1995,9,NYS Unemployed," 556,573 "
1995,10,NYS Unemployed," 553,614 "
1995,11,NYS Unemployed," 549,373 "
1995,12,NYS Unemployed," 545,809 "
1996,1,NYS Unemployed," 544,981 "
1996,2,NYS Unemployed," 547,647 "
1996,3,NYS Unemployed," 552,182 "
1996,4,NYS Unemployed," 555,355 "
1996,5,NYS Unemployed," 554,771 "
1996,6,NYS Unemployed," 550,383 "
1996,7,NYS Unemployed," 543,878 "
1996,8,NYS Unemployed," 538,631 "
1996,9,NYS Unemployed," 538,289 "
1996,10,NYS Unemployed," 544,273 "
1996,11,NYS Unemployed," 555,037 "
1996,12,NYS Unemployed," 567,062 "
1997,1,NYS Unemployed," 577,754 "
1997,2,NYS Unemployed," 585,694 "
1997,3,NYS Unemployed," 589,974 "
1997,4,NYS Unemployed," 592,012 "
1997,5,NYS Unemployed," 592,920 "
1997,6,NYS Unemployed," 592,303 "
1997,7,NYS Unemployed," 589,167 "
1997,8,NYS Unemployed," 583,333 "
1997,9,NYS Unemployed," 575,093 "
1997,10,NYS Unemployed," 566,326 "
1997,11,NYS Unemployed," 558,260 "
1997,12,NYS Unemployed," 550,961 "
1998,1,NYS Unemployed," 543,544 "
1998,2,NYS Unemployed," 535,304 "
1998,3,NYS Unemployed," 526,187 "
1998,4,NYS Unemployed," 516,226 "
1998,5,NYS Unemployed," 506,889 "
1998,6,NYS Unemployed," 500,248 "
1998,7,NYS Unemployed," 497,284 "
1998,8,NYS Unemployed," 496,709 "
1998,9,NYS Unemployed," 497,075 "
1998,10,NYS Unemployed," 496,288 "
1998,11,NYS Unemployed," 493,664 "
1998,12,NYS Unemployed," 489,702 "
1999,1,NYS Unemployed," 484,896 "
1999,2,NYS Unemployed," 481,053 "
1999,3,NYS Unemployed," 479,230 "
1999,4,NYS Unemployed," 479,636 "
1999,5,NYS Unemployed," 481,333 "
1999,6,NYS Unemployed," 482,671 "
1999,7,NYS Unemployed," 481,893 "
1999,8,NYS Unemployed," 477,640 "
1999,9,NYS Unemployed," 469,468 "
1999,10,NYS Unemployed," 458,662 "
1999,11,NYS Unemployed," 447,289 "
1999,12,NYS Unemployed," 437,489 "
2000,1,NYS Unemployed," 430,695 "
2000,2,NYS Unemployed," 426,056 "
2000,3,NYS Unemployed," 423,342 "
2000,4,NYS Unemployed," 422,053 "
2000,5,NYS Unemployed," 420,800 "
2000,6,NYS Unemployed," 419,198 "
2000,7,NYS Unemployed," 417,081 "
2000,8,NYS Unemployed," 414,092 "
2000,9,NYS Unemployed," 409,617 "
2000,10,NYS Unemployed," 403,219 "
2000,11,NYS Unemployed," 395,648 "
2000,12,NYS Unemployed," 388,287 "
2001,1,NYS Unemployed," 382,709 "
2001,2,NYS Unemployed," 380,221 "
2001,3,NYS Unemployed," 381,359 "
2001,4,NYS Unemployed," 386,795 "
2001,5,NYS Unemployed," 397,384 "
2001,6,NYS Unemployed," 412,986 "
2001,7,NYS Unemployed," 433,046 "
2001,8,NYS Unemployed," 456,788 "
2001,9,NYS Unemployed," 482,499 "
2001,10,NYS Unemployed," 507,927 "
2001,11,NYS Unemployed," 530,945 "
2001,12,NYS Unemployed," 550,088 "
2002,1,NYS Unemployed," 564,548 "
2002,2,NYS Unemployed," 574,293 "
2002,3,NYS Unemployed," 579,584 "
2002,4,NYS Unemployed," 580,100 "
2002,5,NYS Unemployed," 576,307 "
2002,6,NYS Unemployed," 569,578 "
2002,7,NYS Unemployed," 562,655 "
2002,8,NYS Unemployed," 558,550 "
2002,9,NYS Unemployed," 559,391 "
2002,10,NYS Unemployed," 564,520 "
2002,11,NYS Unemployed," 571,497 "
2002,12,NYS Unemployed," 577,649 "
2003,1,NYS Unemployed," 582,192 "
2003,2,NYS Unemployed," 585,056 "
2003,3,NYS Unemployed," 586,498 "
2003,4,NYS Unemployed," 587,982 "
2003,5,NYS Unemployed," 590,824 "
2003,6,NYS Unemployed," 594,918 "
2003,7,NYS Unemployed," 598,006 "
2003,8,NYS Unemployed," 598,725 "
2003,9,NYS Unemployed," 596,662 "
2003,10,NYS Unemployed," 593,911 "
2003,11,NYS Unemployed," 592,487 "
2003,12,NYS Unemployed," 591,687 "
2004,1,NYS Unemployed," 590,068 "
2004,2,NYS Unemployed," 586,703 "
2004,3,NYS Unemployed," 581,481 "
2004,4,NYS Unemployed," 573,451 "
2004,5,NYS Unemployed," 562,461 "
2004,6,NYS Unemployed," 549,001 "
2004,7,NYS Unemployed," 535,354 "
2004,8,NYS Unemployed," 523,016 "
2004,9,NYS Unemployed," 512,691 "
2004,10,NYS Unemployed," 503,739 "
2004,11,NYS Unemployed," 494,716 "
2004,12,NYS Unemployed," 486,938 "
2005,1,NYS Unemployed," 480,580 "
2005,2,NYS Unemployed," 475,318 "
2005,3,NYS Unemployed," 470,592 "
2005,4,NYS Unemployed," 467,114 "
2005,5,NYS Unemployed," 465,883 "
2005,6,NYS Unemployed," 468,074 "
2005,7,NYS Unemployed," 473,580 "
2005,8,NYS Unemployed," 479,028 "
2005,9,NYS Unemployed," 481,413 "
2005,10,NYS Unemployed," 479,335 "
2005,11,NYS Unemployed," 473,901 "
2005,12,NYS Unemployed," 466,317 "
2006,1,NYS Unemployed," 458,253 "
2006,2,NYS Unemployed," 451,863 "
2006,3,NYS Unemployed," 448,863 "
2006,4,NYS Unemployed," 448,641 "
2006,5,NYS Unemployed," 447,716 "
2006,6,NYS Unemployed," 443,650 "
2006,7,NYS Unemployed," 435,358 "
2006,8,NYS Unemployed," 425,545 "
2006,9,NYS Unemployed," 417,129 "
2006,10,NYS Unemployed," 410,395 "
2006,11,NYS Unemployed," 405,552 "
2006,12,NYS Unemployed," 402,857 "
2007,1,NYS Unemployed," 402,751 "
2007,2,NYS Unemployed," 405,424 "
2007,3,NYS Unemployed," 410,132 "
2007,4,NYS Unemployed," 416,373 "
2007,5,NYS Unemployed," 424,086 "
2007,6,NYS Unemployed," 432,029 "
2007,7,NYS Unemployed," 439,164 "
2007,8,NYS Unemployed," 445,364 "
2007,9,NYS Unemployed," 449,979 "
2007,10,NYS Unemployed," 454,020 "
2007,11,NYS Unemployed," 457,500 "
2007,12,NYS Unemployed," 460,518 "
2008,1,NYS Unemployed," 463,939 "
2008,2,NYS Unemployed," 467,481 "
2008,3,NYS Unemployed," 471,944 "
2008,4,NYS Unemployed," 478,939 "
2008,5,NYS Unemployed," 489,253 "
2008,6,NYS Unemployed," 502,642 "
2008,7,NYS Unemployed," 518,309 "
2008,8,NYS Unemployed," 535,597 "
2008,9,NYS Unemployed," 556,051 "
2008,10,NYS Unemployed," 581,985 "
2008,11,NYS Unemployed," 613,988 "
2008,12,NYS Unemployed," 650,498 "
2009,1,NYS Unemployed," 688,768 "
2009,2,NYS Unemployed," 726,009 "
2009,3,NYS Unemployed," 758,340 "
2009,4,NYS Unemployed," 783,104 "
2009,5,NYS Unemployed," 801,290 "
2009,6,NYS Unemployed," 815,046 "
2009,7,NYS Unemployed," 826,131 "
2009,8,NYS Unemployed," 835,346 "
2009,9,NYS Unemployed," 842,409 "
2009,10,NYS Unemployed," 846,654 "
2009,11,NYS Unemployed," 849,255 "
2009,12,NYS Unemployed," 851,204 "
2010,1,NYS Unemployed," 851,309 "
2010,2,NYS Unemployed," 848,806 "
2010,3,NYS Unemployed," 844,241 "
2010,4,NYS Unemployed," 838,058 "
2010,5,NYS Unemployed," 829,986 "
2010,6,NYS Unemployed," 821,914 "
2010,7,NYS Unemployed," 816,403 "
2010,8,NYS Unemployed," 813,904 "
2010,9,NYS Unemployed," 813,242 "
2010,10,NYS Unemployed," 811,604 "
2010,11,NYS Unemployed," 806,597 "
2010,12,NYS Unemployed," 798,103 "
2011,1,NYS Unemployed," 788,394 "
2011,2,NYS Unemployed," 779,606 "
2011,3,NYS Unemployed," 772,943 "
2011,4,NYS Unemployed," 770,101 "
2011,5,NYS Unemployed," 772,132 "
2011,6,NYS Unemployed," 777,640 "
2011,7,NYS Unemployed," 784,692 "
2011,8,NYS Unemployed," 792,351 "
2011,9,NYS Unemployed," 799,782 "
2011,10,NYS Unemployed," 807,195 "
2011,11,NYS Unemployed," 814,006 "
2011,12,NYS Unemployed," 819,485 "
2012,1,NYS Unemployed," 823,999 "
2012,2,NYS Unemployed," 828,528 "
2012,3,NYS Unemployed," 833,841 "
2012,4,NYS Unemployed," 838,211 "
2012,5,NYS Unemployed," 839,604 "
2012,6,NYS Unemployed," 836,290 "
2012,7,NYS Unemployed," 827,617 "
2012,8,NYS Unemployed," 816,543 "
2012,9,NYS Unemployed," 806,943 "
2012,10,NYS Unemployed," 799,859 "
2012,11,NYS Unemployed," 794,981 "
2012,12,NYS Unemployed," 790,824 "
2013,1,NYS Unemployed," 785,921 "
2013,2,NYS Unemployed," 779,278 "
2013,3,NYS Unemployed," 770,803 "
2013,4,NYS Unemployed," 762,109 "
2013,5,NYS Unemployed," 755,572 "
2013,6,NYS Unemployed," 752,426 "
2013,7,NYS Unemployed," 750,819 "
2013,8,NYS Unemployed," 745,111 "
2013,9,NYS Unemployed," 732,471 "
2013,10,NYS Unemployed," 715,986 "
2013,11,NYS Unemployed," 698,787 "
2013,12,NYS Unemployed," 682,620 "
2014,1,NYS Unemployed," 665,465 "
2014,2,NYS Unemployed," 651,822 "
2014,3,NYS Unemployed," 640,064 "
2014,4,NYS Unemployed," 629,531 "
2014,5,NYS Unemployed," 617,980 "
2014,6,NYS Unemployed," 605,282 "
2014,7,NYS Unemployed," 593,066 "
2014,8,NYS Unemployed," 583,160 "
2014,9,NYS Unemployed," 575,621 "
2014,10,NYS Unemployed," 568,154 "
2014,11,NYS Unemployed," 560,008 "
2014,12,NYS Unemployed," 552,955 "
2015,1,NYS Unemployed," 546,994 "
2015,2,NYS Unemployed," 542,781 "
2015,3,NYS Unemployed," 537,881 "
2015,4,NYS Unemployed," 530,548 "
2015,5,NYS Unemployed," 520,209 "
2015,6,NYS Unemployed," 507,137 "
2015,7,NYS Unemployed," 493,476 "
2015,8,NYS Unemployed," 481,906 "
2015,9,NYS Unemployed," 473,103 "
2015,10,NYS Unemployed," 467,914 "
2015,11,NYS Unemployed," 466,517 "
2015,12,NYS Unemployed," 466,394 "
2016,1,NYS Unemployed," 465,249 "
2016,2,NYS Unemployed," 462,833 "
2016,3,NYS Unemployed," 459,698 "
2016,4,NYS Unemployed," 457,784 "
2016,5,NYS Unemployed," 458,986 "
2016,6,NYS Unemployed," 462,896 "
2016,7,NYS Unemployed," 467,434 "
2016,8,NYS Unemployed," 470,979 "
2016,9,NYS Unemployed," 472,947 "
2016,10,NYS Unemployed," 471,631 "
2016,11,NYS Unemployed," 465,795 "
2016,12,NYS Unemployed," 457,654 "
2017,1,NYS Unemployed," 450,539 "
2017,2,NYS Unemployed," 446,003 "
2017,3,NYS Unemployed," 445,028 "
2017,4,NYS Unemployed," 447,230 "
2017,5,NYS Unemployed," 450,545 "
2017,6,NYS Unemployed," 453,630 "
2017,7,NYS Unemployed," 455,610 "
2017,8,NYS Unemployed," 455,055 "
2017,9,NYS Unemployed," 451,672 "
2017,10,NYS Unemployed," 446,594 "
2017,11,NYS Unemployed," 441,622 "
2017,12,NYS Unemployed," 436,420 "
2018,1,NYS Unemployed," 430,970 "
2018,2,NYS Unemployed," 425,453 "
2018,3,NYS Unemployed," 418,918 "
2018,4,NYS Unemployed," 410,440 "
2018,5,NYS Unemployed," 400,443 "
2018,6,NYS Unemployed," 389,742 "
2018,7,NYS Unemployed," 379,689 "
2018,8,NYS Unemployed," 373,149 "
2018,9,NYS Unemployed," 371,249 "
2018,10,NYS Unemployed," 373,327 "
2018,11,NYS Unemployed," 377,592 "
2018,12,NYS Unemployed," 382,340 "
2019,1,NYS Unemployed," 385,679 "
2019,2,NYS Unemployed," 385,974 "
2019,3,NYS Unemployed," 383,989 "
2019,4,NYS Unemployed," 380,581 "
2019,5,NYS Unemployed," 376,947 "
2019,6,NYS Unemployed," 374,451 "
2019,7,NYS Unemployed," 373,266 "
2019,8,NYS Unemployed," 372,324 "
2019,9,NYS Unemployed," 371,583 "
2019,10,NYS Unemployed," 371,247 "
2019,11,NYS Unemployed," 371,213 "
2019,12,NYS Unemployed," 371,454 "
2020,1,NYS Unemployed," 364,511 "
2020,2,NYS Unemployed," 354,066 "
2020,3,NYS Unemployed," 388,738 "
2020,4,NYS Unemployed," 1,392,274 "
2020,5,NYS Unemployed," 1,318,631 "
2020,6,NYS Unemployed," 1,467,832 "
2020,7,NYS Unemployed," 1,525,891 "
2020,8,NYS Unemployed," 1,186,672 "
2020,9,NYS Unemployed," 884,650 "
1976,1,NYS Unemployment Rate, 10.3 
1976,2,NYS Unemployment Rate, 10.3 
1976,3,NYS Unemployment Rate, 10.2 
1976,4,NYS Unemployment Rate, 10.2 
1976,5,NYS Unemployment Rate, 10.2 
1976,6,NYS Unemployment Rate, 10.2 
1976,7,NYS Unemployment Rate, 10.2 
1976,8,NYS Unemployment Rate, 10.2 
1976,9,NYS Unemployment Rate, 10.2 
1976,10,NYS Unemployment Rate, 10.2 
1976,11,NYS Unemployment Rate, 10.2 
1976,12,NYS Unemployment Rate, 10.1 
1977,1,NYS Unemployment Rate, 10.0 
1977,2,NYS Unemployment Rate, 9.9 
1977,3,NYS Unemployment Rate, 9.7 
1977,4,NYS Unemployment Rate, 9.5 
1977,5,NYS Unemployment Rate, 9.3 
1977,6,NYS Unemployment Rate, 9.1 
1977,7,NYS Unemployment Rate, 9.0 
1977,8,NYS Unemployment Rate, 8.8 
1977,9,NYS Unemployment Rate, 8.7 
1977,10,NYS Unemployment Rate, 8.6 
1977,11,NYS Unemployment Rate, 8.5 
1977,12,NYS Unemployment Rate, 8.4 
1978,1,NYS Unemployment Rate, 8.3 
1978,2,NYS Unemployment Rate, 8.1 
1978,3,NYS Unemployment Rate, 8.0 
1978,4,NYS Unemployment Rate, 7.9 
1978,5,NYS Unemployment Rate, 7.9 
1978,6,NYS Unemployment Rate, 7.8 
1978,7,NYS Unemployment Rate, 7.7 
1978,8,NYS Unemployment Rate, 7.6 
1978,9,NYS Unemployment Rate, 7.6 
1978,10,NYS Unemployment Rate, 7.5 
1978,11,NYS Unemployment Rate, 7.4 
1978,12,NYS Unemployment Rate, 7.3 
1979,1,NYS Unemployment Rate, 7.2 
1979,2,NYS Unemployment Rate, 7.1 
1979,3,NYS Unemployment Rate, 7.1 
1979,4,NYS Unemployment Rate, 7.0 
1979,5,NYS Unemployment Rate, 7.1 
1979,6,NYS Unemployment Rate, 7.1 
1979,7,NYS Unemployment Rate, 7.2 
1979,8,NYS Unemployment Rate, 7.2 
1979,9,NYS Unemployment Rate, 7.3 
1979,10,NYS Unemployment Rate, 7.3 
1979,11,NYS Unemployment Rate, 7.3 
1979,12,NYS Unemployment Rate, 7.2 
1980,1,NYS Unemployment Rate, 7.2 
1980,2,NYS Unemployment Rate, 7.2 
1980,3,NYS Unemployment Rate, 7.3 
1980,4,NYS Unemployment Rate, 7.4 
1980,5,NYS Unemployment Rate, 7.5 
1980,6,NYS Unemployment Rate, 7.6 
1980,7,NYS Unemployment Rate, 7.7 
1980,8,NYS Unemployment Rate, 7.6 
1980,9,NYS Unemployment Rate, 7.6 
1980,10,NYS Unemployment Rate, 7.5 
1980,11,NYS Unemployment Rate, 7.6 
1980,12,NYS Unemployment Rate, 7.6 
1981,1,NYS Unemployment Rate, 7.7 
1981,2,NYS Unemployment Rate, 7.7 
1981,3,NYS Unemployment Rate, 7.7 
1981,4,NYS Unemployment Rate, 7.7 
1981,5,NYS Unemployment Rate, 7.6 
1981,6,NYS Unemployment Rate, 7.5 
1981,7,NYS Unemployment Rate, 7.4 
1981,8,NYS Unemployment Rate, 7.4 
1981,9,NYS Unemployment Rate, 7.4 
1981,10,NYS Unemployment Rate, 7.5 
1981,11,NYS Unemployment Rate, 7.6 
1981,12,NYS Unemployment Rate, 7.8 
1982,1,NYS Unemployment Rate, 7.9 
1982,2,NYS Unemployment Rate, 8.0 
1982,3,NYS Unemployment Rate, 8.1 
1982,4,NYS Unemployment Rate, 8.2 
1982,5,NYS Unemployment Rate, 8.2 
1982,6,NYS Unemployment Rate, 8.3 
1982,7,NYS Unemployment Rate, 8.4 
1982,8,NYS Unemployment Rate, 8.5 
1982,9,NYS Unemployment Rate, 8.7 
1982,10,NYS Unemployment Rate, 8.9 
1982,11,NYS Unemployment Rate, 9.1 
1982,12,NYS Unemployment Rate, 9.2 
1983,1,NYS Unemployment Rate, 9.3 
1983,2,NYS Unemployment Rate, 9.3 
1983,3,NYS Unemployment Rate, 9.2 
1983,4,NYS Unemployment Rate, 9.2 
1983,5,NYS Unemployment Rate, 9.1 
1983,6,NYS Unemployment Rate, 8.9 
1983,7,NYS Unemployment Rate, 8.7 
1983,8,NYS Unemployment Rate, 8.5 
1983,9,NYS Unemployment Rate, 8.3 
1983,10,NYS Unemployment Rate, 8.1 
1983,11,NYS Unemployment Rate, 7.9 
1983,12,NYS Unemployment Rate, 7.7 
1984,1,NYS Unemployment Rate, 7.5 
1984,2,NYS Unemployment Rate, 7.3 
1984,3,NYS Unemployment Rate, 7.2 
1984,4,NYS Unemployment Rate, 7.2 
1984,5,NYS Unemployment Rate, 7.2 
1984,6,NYS Unemployment Rate, 7.2 
1984,7,NYS Unemployment Rate, 7.2 
1984,8,NYS Unemployment Rate, 7.2 
1984,9,NYS Unemployment Rate, 7.2 
1984,10,NYS Unemployment Rate, 7.1 
1984,11,NYS Unemployment Rate, 7.0 
1984,12,NYS Unemployment Rate, 6.8 
1985,1,NYS Unemployment Rate, 6.8 
1985,2,NYS Unemployment Rate, 6.8 
1985,3,NYS Unemployment Rate, 6.8 
1985,4,NYS Unemployment Rate, 6.7 
1985,5,NYS Unemployment Rate, 6.7 
1985,6,NYS Unemployment Rate, 6.6 
1985,7,NYS Unemployment Rate, 6.6 
1985,8,NYS Unemployment Rate, 6.5 
1985,9,NYS Unemployment Rate, 6.5 
1985,10,NYS Unemployment Rate, 6.4 
1985,11,NYS Unemployment Rate, 6.4 
1985,12,NYS Unemployment Rate, 6.5 
1986,1,NYS Unemployment Rate, 6.5 
1986,2,NYS Unemployment Rate, 6.6 
1986,3,NYS Unemployment Rate, 6.6 
1986,4,NYS Unemployment Rate, 6.6 
1986,5,NYS Unemployment Rate, 6.6 
1986,6,NYS Unemployment Rate, 6.5 
1986,7,NYS Unemployment Rate, 6.3 
1986,8,NYS Unemployment Rate, 6.1 
1986,9,NYS Unemployment Rate, 5.9 
1986,10,NYS Unemployment Rate, 5.8 
1986,11,NYS Unemployment Rate, 5.7 
1986,12,NYS Unemployment Rate, 5.5 
1987,1,NYS Unemployment Rate, 5.4 
1987,2,NYS Unemployment Rate, 5.3 
1987,3,NYS Unemployment Rate, 5.1 
1987,4,NYS Unemployment Rate, 5.0 
1987,5,NYS Unemployment Rate, 4.9 
1987,6,NYS Unemployment Rate, 4.8 
1987,7,NYS Unemployment Rate, 4.8 
1987,8,NYS Unemployment Rate, 4.7 
1987,9,NYS Unemployment Rate, 4.7 
1987,10,NYS Unemployment Rate, 4.7 
1987,11,NYS Unemployment Rate, 4.6 
1987,12,NYS Unemployment Rate, 4.5 
1988,1,NYS Unemployment Rate, 4.3 
1988,2,NYS Unemployment Rate, 4.2 
1988,3,NYS Unemployment Rate, 4.0 
1988,4,NYS Unemployment Rate, 4.0 
1988,5,NYS Unemployment Rate, 4.0 
1988,6,NYS Unemployment Rate, 4.1 
1988,7,NYS Unemployment Rate, 4.2 
1988,8,NYS Unemployment Rate, 4.3 
1988,9,NYS Unemployment Rate, 4.5 
1988,10,NYS Unemployment Rate, 4.6 
1988,11,NYS Unemployment Rate, 4.6 
1988,12,NYS Unemployment Rate, 4.6 
1989,1,NYS Unemployment Rate, 4.7 
1989,2,NYS Unemployment Rate, 4.7 
1989,3,NYS Unemployment Rate, 4.8 
1989,4,NYS Unemployment Rate, 4.9 
1989,5,NYS Unemployment Rate, 4.9 
1989,6,NYS Unemployment Rate, 4.9 
1989,7,NYS Unemployment Rate, 5.0 
1989,8,NYS Unemployment Rate, 5.1 
1989,9,NYS Unemployment Rate, 5.1 
1989,10,NYS Unemployment Rate, 5.2 
1989,11,NYS Unemployment Rate, 5.2 
1989,12,NYS Unemployment Rate, 5.2 
1990,1,NYS Unemployment Rate, 5.2 
1990,2,NYS Unemployment Rate, 5.2 
1990,3,NYS Unemployment Rate, 5.1 
1990,4,NYS Unemployment Rate, 5.1 
1990,5,NYS Unemployment Rate, 5.1 
1990,6,NYS Unemployment Rate, 5.1 
1990,7,NYS Unemployment Rate, 5.2 
1990,8,NYS Unemployment Rate, 5.3 
1990,9,NYS Unemployment Rate, 5.5 
1990,10,NYS Unemployment Rate, 5.6 
1990,11,NYS Unemployment Rate, 5.9 
1990,12,NYS Unemployment Rate, 6.1 
1991,1,NYS Unemployment Rate, 6.4 
1991,2,NYS Unemployment Rate, 6.6 
1991,3,NYS Unemployment Rate, 6.9 
1991,4,NYS Unemployment Rate, 7.1 
1991,5,NYS Unemployment Rate, 7.3 
1991,6,NYS Unemployment Rate, 7.3 
1991,7,NYS Unemployment Rate, 7.3 
1991,8,NYS Unemployment Rate, 7.4 
1991,9,NYS Unemployment Rate, 7.4 
1991,10,NYS Unemployment Rate, 7.6 
1991,11,NYS Unemployment Rate, 7.7 
1991,12,NYS Unemployment Rate, 8.0 
1992,1,NYS Unemployment Rate, 8.1 
1992,2,NYS Unemployment Rate, 8.3 
1992,3,NYS Unemployment Rate, 8.5 
1992,4,NYS Unemployment Rate, 8.6 
1992,5,NYS Unemployment Rate, 8.7 
1992,6,NYS Unemployment Rate, 8.8 
1992,7,NYS Unemployment Rate, 8.8 
1992,8,NYS Unemployment Rate, 8.8 
1992,9,NYS Unemployment Rate, 8.8 
1992,10,NYS Unemployment Rate, 8.7 
1992,11,NYS Unemployment Rate, 8.6 
1992,12,NYS Unemployment Rate, 8.5 
1993,1,NYS Unemployment Rate, 8.4 
1993,2,NYS Unemployment Rate, 8.2 
1993,3,NYS Unemployment Rate, 8.1 
1993,4,NYS Unemployment Rate, 7.9 
1993,5,NYS Unemployment Rate, 7.8 
1993,6,NYS Unemployment Rate, 7.8 
1993,7,NYS Unemployment Rate, 7.8 
1993,8,NYS Unemployment Rate, 7.8 
1993,9,NYS Unemployment Rate, 7.8 
1993,10,NYS Unemployment Rate, 7.8 
1993,11,NYS Unemployment Rate, 7.8 
1993,12,NYS Unemployment Rate, 7.7 
1994,1,NYS Unemployment Rate, 7.7 
1994,2,NYS Unemployment Rate, 7.6 
1994,3,NYS Unemployment Rate, 7.4 
1994,4,NYS Unemployment Rate, 7.3 
1994,5,NYS Unemployment Rate, 7.1 
1994,6,NYS Unemployment Rate, 7.0 
1994,7,NYS Unemployment Rate, 6.9 
1994,8,NYS Unemployment Rate, 6.7 
1994,9,NYS Unemployment Rate, 6.6 
1994,10,NYS Unemployment Rate, 6.5 
1994,11,NYS Unemployment Rate, 6.3 
1994,12,NYS Unemployment Rate, 6.2 
1995,1,NYS Unemployment Rate, 6.2 
1995,2,NYS Unemployment Rate, 6.2 
1995,3,NYS Unemployment Rate, 6.2 
1995,4,NYS Unemployment Rate, 6.3 
1995,5,NYS Unemployment Rate, 6.3 
1995,6,NYS Unemployment Rate, 6.4 
1995,7,NYS Unemployment Rate, 6.4 
1995,8,NYS Unemployment Rate, 6.4 
1995,9,NYS Unemployment Rate, 6.4 
1995,10,NYS Unemployment Rate, 6.4 
1995,11,NYS Unemployment Rate, 6.3 
1995,12,NYS Unemployment Rate, 6.3 
1996,1,NYS Unemployment Rate, 6.3 
1996,2,NYS Unemployment Rate, 6.3 
1996,3,NYS Unemployment Rate, 6.3 
1996,4,NYS Unemployment Rate, 6.4 
1996,5,NYS Unemployment Rate, 6.3 
1996,6,NYS Unemployment Rate, 6.3 
1996,7,NYS Unemployment Rate, 6.2 
1996,8,NYS Unemployment Rate, 6.1 
1996,9,NYS Unemployment Rate, 6.1 
1996,10,NYS Unemployment Rate, 6.1 
1996,11,NYS Unemployment Rate, 6.3 
1996,12,NYS Unemployment Rate, 6.4 
1997,1,NYS Unemployment Rate, 6.5 
1997,2,NYS Unemployment Rate, 6.6 
1997,3,NYS Unemployment Rate, 6.6 
1997,4,NYS Unemployment Rate, 6.6 
1997,5,NYS Unemployment Rate, 6.6 
1997,6,NYS Unemployment Rate, 6.6 
1997,7,NYS Unemployment Rate, 6.5 
1997,8,NYS Unemployment Rate, 6.4 
1997,9,NYS Unemployment Rate, 6.3 
1997,10,NYS Unemployment Rate, 6.3 
1997,11,NYS Unemployment Rate, 6.2 
1997,12,NYS Unemployment Rate, 6.1 
1998,1,NYS Unemployment Rate, 6.0 
1998,2,NYS Unemployment Rate, 5.9 
1998,3,NYS Unemployment Rate, 5.8 
1998,4,NYS Unemployment Rate, 5.7 
1998,5,NYS Unemployment Rate, 5.6 
1998,6,NYS Unemployment Rate, 5.5 
1998,7,NYS Unemployment Rate, 5.5 
1998,8,NYS Unemployment Rate, 5.5 
1998,9,NYS Unemployment Rate, 5.5 
1998,10,NYS Unemployment Rate, 5.5 
1998,11,NYS Unemployment Rate, 5.4 
1998,12,NYS Unemployment Rate, 5.4 
1999,1,NYS Unemployment Rate, 5.3 
1999,2,NYS Unemployment Rate, 5.3 
1999,3,NYS Unemployment Rate, 5.3 
1999,4,NYS Unemployment Rate, 5.3 
1999,5,NYS Unemployment Rate, 5.3 
1999,6,NYS Unemployment Rate, 5.3 
1999,7,NYS Unemployment Rate, 5.3 
1999,8,NYS Unemployment Rate, 5.2 
1999,9,NYS Unemployment Rate, 5.1 
1999,10,NYS Unemployment Rate, 5.0 
1999,11,NYS Unemployment Rate, 4.9 
1999,12,NYS Unemployment Rate, 4.8 
2000,1,NYS Unemployment Rate, 4.7 
2000,2,NYS Unemployment Rate, 4.7 
2000,3,NYS Unemployment Rate, 4.6 
2000,4,NYS Unemployment Rate, 4.6 
2000,5,NYS Unemployment Rate, 4.6 
2000,6,NYS Unemployment Rate, 4.6 
2000,7,NYS Unemployment Rate, 4.6 
2000,8,NYS Unemployment Rate, 4.5 
2000,9,NYS Unemployment Rate, 4.5 
2000,10,NYS Unemployment Rate, 4.4 
2000,11,NYS Unemployment Rate, 4.3 
2000,12,NYS Unemployment Rate, 4.2 
2001,1,NYS Unemployment Rate, 4.2 
2001,2,NYS Unemployment Rate, 4.2 
2001,3,NYS Unemployment Rate, 4.2 
2001,4,NYS Unemployment Rate, 4.2 
